tissue_block_id,dataset_id,renal_pyramid,cell_type,x,y,z
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0510242,0.288242,-0.11466
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0612379,0.273004,-0.123172
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0625015,0.271692,-0.115222
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0593631,0.265238,-0.114003
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0563283,0.283528,-0.120954
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0648467,0.268589,-0.12247
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0619255,0.273809,-0.110737
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0533326,0.283961,-0.10476
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0628465,0.275965,-0.114233
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0589175,0.270804,-0.115296
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0632251,0.2733,-0.115249
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0617456,0.283778,-0.11949
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0528104,0.287235,-0.116882
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0561944,0.274172,-0.100365
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0608177,0.277342,-0.124535
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0522781,0.281424,-0.111368
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0576548,0.270128,-0.120497
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0576465,0.265549,-0.118136
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0552797,0.282613,-0.120496
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0529508,0.282751,-0.119368
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.058359,0.273221,-0.120644
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0496322,0.28555,-0.116942
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0609581,0.277049,-0.124096
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0598414,0.265658,-0.117864
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0640296,0.270334,-0.12606
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.057847,0.265142,-0.114065
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0584628,0.285436,-0.110359
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0526838,0.280512,-0.101661
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0576423,0.274222,-0.111461
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0599649,0.273864,-0.124663
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0593191,0.281167,-0.116246
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0618716,0.267299,-0.124114
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0621404,0.263264,-0.118151
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0508395,0.281048,-0.115658
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0591707,0.276939,-0.111298
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0602424,0.266995,-0.113651
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0574431,0.273126,-0.118242
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0542008,0.281535,-0.103334
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0615274,0.280032,-0.117534
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.056618,0.283367,-0.118894
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0598436,0.273389,-0.122063
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0555704,0.284766,-0.115571
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0588608,0.266128,-0.115785
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0590482,0.269012,-0.119022
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0560315,0.269503,-0.118464
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0576146,0.284405,-0.110427
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0600497,0.260096,-0.114272
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0548158,0.27989,-0.101419
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.062344,0.27813,-0.121265
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0603447,0.262117,-0.113294
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.062608,0.276188,-0.112245
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.061106,0.273849,-0.125109
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0600437,0.278579,-0.113162
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0572615,0.2789,-0.116151
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0593464,0.27525,-0.123091
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0631372,0.275011,-0.124083
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0520076,0.28591,-0.113071
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0547578,0.282918,-0.119826
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0534113,0.278607,-0.111915
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0554052,0.279362,-0.106205
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0548389,0.281523,-0.11002
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0626758,0.279771,-0.118277
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0585907,0.274493,-0.104735
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0492815,0.286875,-0.113686
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0615248,0.268966,-0.118793
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0633874,0.266939,-0.115873
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0630089,0.27378,-0.126169
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0473178,0.284056,-0.114816
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0578847,0.283112,-0.10738
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.059771,0.272936,-0.111841
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0585099,0.279796,-0.10694
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0614373,0.267333,-0.113474
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0541138,0.283433,-0.107131
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0642768,0.274666,-0.125334
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0645267,0.266445,-0.118241
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0576975,0.273636,-0.116846
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0632141,0.276581,-0.116493
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0594515,0.274198,-0.111982
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0588922,0.271422,-0.119765
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0588643,0.263661,-0.120231
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0627069,0.270472,-0.121942
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0553822,0.285213,-0.106352
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0577198,0.286104,-0.115383
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0575346,0.278803,-0.110063
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0611131,0.266516,-0.113195
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0589629,0.279252,-0.117156
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0607797,0.270418,-0.116751
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0590397,0.272953,-0.112143
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0590496,0.259127,-0.115097
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0611958,0.272263,-0.116733
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0638892,0.264305,-0.120646
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0612258,0.273452,-0.121179
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0562182,0.277656,-0.117558
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0551692,0.285687,-0.117098
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0582011,0.264278,-0.12034
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0569802,0.276379,-0.113916
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0614423,0.278207,-0.113848
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0546967,0.279104,-0.115609
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0520601,0.279341,-0.11773
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0499109,0.283966,-0.110815
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0557278,0.286406,-0.115399
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0531149,0.280886,-0.10598
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0590323,0.277748,-0.115858
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0611658,0.281957,-0.112005
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0597345,0.276767,-0.118092
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0633028,0.264936,-0.117232
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0539052,0.283206,-0.116179
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0522194,0.281286,-0.113061
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0562514,0.280958,-0.116648
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0564827,0.275861,-0.113274
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0558508,0.278259,-0.100261
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0622842,0.271936,-0.122948
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0647194,0.280148,-0.119124
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.052743,0.278369,-0.104298
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0552202,0.283763,-0.10774
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.063133,0.271754,-0.125434
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.058219,0.279673,-0.113416
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0610448,0.275716,-0.109125
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0548325,0.28718,-0.120503
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0588776,0.285481,-0.112312
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0534102,0.279625,-0.109599
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0608319,0.270656,-0.121184
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0648909,0.26941,-0.120106
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0577926,0.275074,-0.108932
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.061011,0.271545,-0.12315
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0634636,0.267607,-0.120791
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0529608,0.283583,-0.111216
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0513093,0.286851,-0.11913
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0619422,0.274153,-0.116073
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0644993,0.271319,-0.122365
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.053307,0.287278,-0.120941
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0539774,0.277977,-0.11516
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0635887,0.269581,-0.121663
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0600919,0.260181,-0.112816
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0581407,0.276713,-0.116234
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0619093,0.264376,-0.119148
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0619169,0.277966,-0.113749
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0569504,0.276395,-0.115514
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0584081,0.280601,-0.117689
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0607357,0.261799,-0.11853
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0607509,0.279169,-0.115656
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0623228,0.266862,-0.115801
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0632637,0.277975,-0.116823
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0560205,0.277078,-0.104225
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0612551,0.281099,-0.115434
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0630116,0.27528,-0.115828
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0626755,0.264787,-0.120157
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.057484,0.274252,-0.103914
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0627372,0.271672,-0.117877
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0599539,0.285244,-0.120163
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0519352,0.279512,-0.10372
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.05556,0.277818,-0.0999704
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.055102,0.280133,-0.104414
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.058021,0.266345,-0.113819
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0517995,0.287722,-0.115362
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0569922,0.282917,-0.10466
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.063261,0.264189,-0.116454
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0543703,0.284937,-0.109107
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0601059,0.271397,-0.114818
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0476684,0.283164,-0.112246
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0616895,0.280425,-0.121411
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0525934,0.285119,-0.105277
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0581378,0.261378,-0.117272
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0538037,0.281794,-0.108262
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0534506,0.283458,-0.111708
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0575056,0.276656,-0.111891
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0641635,0.279935,-0.12141
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0595468,0.26499,-0.116973
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0646569,0.284312,-0.122852
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0536594,0.281668,-0.108157
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0643668,0.279367,-0.120409
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0571113,0.285421,-0.118814
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0485749,0.284522,-0.114049
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0511958,0.280782,-0.117931
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0491726,0.282058,-0.111346
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0560949,0.276581,-0.116884
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0584723,0.283353,-0.114771
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0573853,0.278021,-0.117284
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0646591,0.273251,-0.123333
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0570455,0.280584,-0.117943
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0630716,0.270147,-0.120467
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0508736,0.282791,-0.118651
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0582242,0.267652,-0.116604
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0599556,0.286134,-0.112272
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0539595,0.280754,-0.114771
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0608207,0.263038,-0.11868
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0611712,0.280951,-0.118699
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0584685,0.264996,-0.118644
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0506985,0.283307,-0.113808
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.0581117,0.271452,-0.116466
HBM482.CTJH.452,HBM797.PDPS.368,VH_F_renal_pyramid_R_a,Descending Thin Limb Type 1,-0.05196,0.283501,-0.104185
